date,name,nationality,sex,category,class
1929-11-18,"Carl Frederik von der Hude",DNK,m,mil,4
1929-12-01,"Jón Ófeigsson",ISL,m,edu,5
1929-12-01,"Jón Þorláksson",ISL,m,pol,2
1929-12-01,"Björn Sigfússon",ISL,m,pol,5
1929-12-01,"Þorsteinn Jónsson",ISL,m,com,5
1929-12-01,"Páll Þormar",ISL,m,com,5
1929-12-01,"Kenneth Sisam",GBR,m,gov,5
1929-12-01,"Jes Zimsen",ISL,m,com,5
1929-12-01,"Eric V. Gordon",GBR,m,edu,5
1929-12-01,"Marius Nielsen",DNK,m,com,5
1929-12-01,"Þorvarður Þorvarðarson",ISL,m,art,5
1929-12-01,"Gunnar Ólafsson",ISL,m,com,5
1929-12-01,"Þorsteinn Þorsteinsson",ISL,m,com,4
1929-12-01,"Þorgrímur Þórðarson",ISL,m,edu,5
1929-12-01,"Tryggvi Þórhallsson",ISL,m,pol,2
1929-12-01,"Andrew Cordiner",GBR,m,gov,5
1929-12-01,"Hannes Jónsson",ISL,m,com,5
1929-12-01,"Ludolph Brauer",DEU,m,edu,4
1929-12-01,"K.E. Ackermann",DNK,m,mil,5
1929-12-01,"Kristinn K. Olafsson",CAN,m,cnc,5
1929-12-01,"Emil Nielsen",DNK,m,com,4
1930-01-23,"Valdemar Poul Emilius",DNK,m,org,5
1930-01-31,"Christian Björnes",ISL,m,gov,5
1930-03-06,"Astrid Stampe Feddersen",DNK,f,???,5
1930-04-15,"Holger Flach de Neergard",DNK,m,com,4
1930-06-02,"Thord Tomas Tomasson",DNK,m,cnc,5
1930-06-02,"Ejnar Johannes Munksgaard",DNK,m,com,5
1930-06-02,"Peer Goe Jacobsen",DNK,m,com,5
1930-06-02,"Haraldur Sigurðsson",ISL,m,art,5
1930-06-26,"O.A.H. Ewerlöf",SWE,m,dip,2
1930-06-26,"May Morris",GBR,f,???,5
1930-06-26,"Einar Andreas Tandberg-Hansen",NOR,m,mil,5
1930-06-26,"Erik August Öberg",SWE,m,mil,5
1930-06-26,"William H. Ellingsen",GBR,m,???,5
1930-06-26,"Oluf Dalberg",DNK,m,mil,3
1930-06-26,"Lars Gundersen Grönvold",GBR,m,com,5
1930-06-26,"H.L.O. Rasmussen",DNK,m,edu,5
1930-06-26,"William A. Craigie",GBR,m,???,3
1930-06-26,"de Solminihac",FRA,m,mil,4
1930-06-26,"August Giron",SWE,m,mil,4
1930-06-26,"Axel Lauesgaard",DNK,m,gov,4
1930-06-26,"Frederick Aug. Adlerstrahle",SWE,m,mil,5
1930-06-26,"Björn Hallsson",ISL,m,pol,5
1930-06-26,"O.B. Burtness",USA,m,pol,3
1930-06-26,"Odd Isaachsen Willoch",NOR,m,mil,5
1930-06-26,"Steingrímur Jónsson",ISL,m,pol,5
1930-06-26,"J. Sejersted Bödtker",NOR,m,com,4
1930-06-26,"Edward Lithander",SWE,m,com,4
1930-06-26,"Christian Carl Aug. Peschardt",DNK,m,dip,5
1930-06-26,"A.B. Cunningham",GBR,m,mil,3
1930-06-26,"Björn Bjarnarson",ISL,m,pol,5
1930-06-26,"Halfdan Hendriksen",DNK,m,pol,4
1930-06-26,"Jósef J. Björnsson",ISL,m,pol,5
1930-06-26,"Göran E.H. Posse",SWE,m,cnc,3
1930-06-26,"Severin Edvard Wiegers",NOR,m,mil,4
1930-06-26,"Rolf Otto Andvord",NOR,m,gov,4
1930-06-26,"Björn Harald Andersen",DNK,m,mil,5
1930-06-26,"C.S.F. Trampe",DNK,m,mil,5
1930-06-26,"Nils Fredrick Louis Rudebeck",SWE,m,cnc,2
1930-06-26,"Preben Lembcke",DNK,m,mil,5
1930-06-26,"Guðjón Guðlaugsson",ISL,m,pol,5
1930-06-26,"Paavo Eemil Virkkunen",FIN,m,pol,2
1930-06-26,"Þórarinn Jónsson",ISL,m,pol,5
1930-06-26,"Hallin",SWE,m,gov,2
1930-06-26,"Jens Stefenson",SWE,m,mil,5
1930-06-26,"Carl Nielsen",DNK,m,art,4
1930-06-26,"Frederik Valdemar Petersen",DNK,m,gov,2
1930-06-26," Feydt",NOR,m,gov,5
1930-06-26,"Sigurður Gunnarsson",ISL,m,pol,5
1930-06-26,"F. le Sage de Fontenay",DNK,m,dip,2
1930-06-26,"Holger Oluf Quistgaard Beck",DNK,m,gov,5
1930-06-26,"Bertel Ohlin",SWE,m,edu,5
1930-06-26,"Gustaf Adolf",SWE,m,rul,2
1930-06-26,"Peter Norbeck",USA,m,pol,3
1930-06-26,"Agust W. Stjernstedt Esmarch",NOR,m,pol,2
1930-06-26,"M. Dambe",FRA,m,com,5
1930-06-26,"Gustaf Roos",SWE,m,pol,2
1930-07-01,"Matthías Þórðarson",ISL,m,gov,4
1930-07-01,"Magnús Sigurðsson",ISL,m,com,4
1930-07-01,"Victor Gandrup",DNK,m,art,5
1930-07-01,"Otto Friis-Petersen",DNK,m,art,5
1930-09-12,"Oluf Nielsen",DNK,m,com,4
1930-09-12,"V. Boysen",DNK,m,gov,5
1930-10-15,"Georges Dracopoulos",GRC,m,gov,5
1930-10-15,"Andre Michalacopoulos",GRC,m,pol,2
1930-10-15,"Árni Siemsen",ISL,m,com,5
1930-10-15,"Victor Lenkow",DNK,m,com,5
1930-10-22,"E.H. Palin",FIN,m,gov,3
1930-10-22,"Kyösti Kallio",FIN,m,pol,2
1930-10-22,"Henrik Arnold Nordling",FIN,m,edu,5
1930-10-26,"Lauri Snellmann",FIN,m,gov,5
1930-11-04,"C.H.A. Madsen",DNK,m,mil,5
1930-11-04,"Hermann Zobel",DNK,m,com,5
1930-11-04,"Poul Just",DNK,m,gov,5
1930-11-04,"Julius Rasmussen",DNK,m,com,5
1930-11-04,"Ove Holger Nielsen",DNK,m,gov,5
1930-11-04,"G. Hansen",DNK,m,com,5
1930-11-04,"Sven Theodor Palme",SWE,m,com,3
1930-11-04,"L.C. Petersen",DNK,m,org,5
1930-11-04,"Lauritz Petersen",DNK,m,com,5
1930-11-04,"Viggo Bentzon",DNK,m,edu,3
1930-11-04,"Steinunn Jonsson",ISL,f,???,5
1930-11-04,"Henrik Olufsen Ravn",DNK,m,mil,3
1930-12-01,"Magnús Kjaran",ISL,m,com,5
1930-12-01,"Vilhjalmur Finsen",NOR,m,art,5
1930-12-01,"Böðvar Magnússon",ISL,m,pol,5
1930-12-01,"Sigurbjörn Á. Gíslason",ISL,m,cnc,5
1930-12-01,"F.G. Salvesen",GBR,m,dip,5
1930-12-01,"Ivo Möller",NLD,m,dip,5
1930-12-01,"Gunnar Gunnarsson",ISL,m,art,5
1930-12-01,"Bjarni Þorsteinsson",ISL,m,cnc,5
1930-12-01,"Axel Schiöth",ISL,m,com,5
1930-12-01,"Þorsteinn Einarsson",ISL,m,com,5
1930-12-01,"Gísli Ísleifsson",ISL,m,gov,5
1930-12-01,"Einar Helgason",ISL,m,com,5
1930-12-01,"Sigurður Guðmundsson",ISL,m,edu,5
1930-12-01,"Ögmundur Sigurðsson",ISL,m,edu,5
1930-12-01,"Oddur Thorarensen",ISL,m,edu,4
1930-12-01,"Thorvald Krabbe",ISL,m,gov,5
1930-12-01,"Albert Kristjánsson",ISL,m,com,5
1930-12-01,"Anna Daníelsson",ISL,f,law,5
1930-12-01,"Sigtryggur Guðlaugsson",ISL,m,edu,5
1930-12-01,"Jón Gunnarsson",ISL,m,gov,5
1930-12-01,"Ólafur Ólafsson",ISL,m,cnc,5
1930-12-01,"Björn Árnason",ISL,m,pol,5
1930-12-01,"Ludvig Kaaber",ISL,m,com,4
1930-12-01,"Kristín Jacobson",ISL,f,???,5
1930-12-01,"Magnús Sigurðsson",ISL,m,com,3
1930-12-01,"Alfred Bovik",SWE,m,dip,5
1930-12-01,"Hakon Wigert-Lundström",SWE,m,art,5
1930-12-01,"Sigurjón Friðjónsson",ISL,m,com,5
1930-12-01,"Sigurður Fjeldsted",ISL,m,com,5
1930-12-01,"Böðvar Þorvaldsson",ISL,m,com,5
1930-12-15,"Georges Christodoulon",GRC,m,gov,5
1931-01-23,"Oluf Nielsen",DNK,m,com,3
1931-01-23,"Emil Nielsen",ISL,m,com,3
1931-01-23,"Jörgen Marius Klerk",DNK,m,com,5
1931-01-23,"Poul Ingholt",DNK,m,com,5
1931-02-09,"Hans Valdemar Nörving",DNK,m,gov,5
1931-08-08,"Alexander Alexandrowits Aljechin",FRA,m,org,5
1931-11-04,"H. Zahle",DNK,m,dip,2
1931-11-04,"F. Germeten",NOR,m,com,5
1931-11-04,"O.Chr. Björnstad",NOR,m,com,5
1931-11-04,"Hans Jacob Aall",NOR,m,org,4
1931-11-04,"Georges Pellissier",FRA,m,dip,5
1931-11-04,"Fredrik Paasche",NOR,m,edu,4
1931-11-04,"B. Brandson",CAN,m,???,5
1931-11-04,"Karl Axel Lichnowsky Koch",???,m,edu,2
1931-11-04,"Johannes Frandsen",DNK,m,edu,4
1931-11-04,"Hans Frederik Öllgaard",DNK,m,edu,4
1931-11-04,"Peter Frederik Jensen",DNK,m,mil,4
1931-11-04,"Elias Wessén",SWE,m,edu,4
1931-11-04,"Andre Dally",FRA,m,art,4
1931-11-04,"Hjalmar Lindroth",SWE,m,edu,4
1931-11-04,"S. Sæland",NOR,m,edu,4
1931-11-04,"Leon Vincent",FRA,m,pol,4
1931-11-04,"Niels Erik Nörlund",DNK,m,edu,4
1931-11-04,"Frederik Chr. Grönvald",DNK,m,com,5
1931-11-04,"Georg Valdemar Höeberg",DNK,m,art,4
1931-11-04,"Victor Lorenz Lorck",DNK,m,com,4
1931-11-04,"Magnus Olsen",NOR,m,edu,4
1931-11-04,"Hans Anton Svane",DNK,m,edu,4
1931-11-04,"Lancien",FRA,m,pol,4
1931-12-01,"Tómas Tómasson",ISL,m,com,5
1931-12-01,"Lárus Fjeldsted",ISL,m,law,5
1931-12-01,"Sigurður Sigurðsson",ISL,m,gov,5
1931-12-01,"Ólafur Johnson",ISL,m,dip,5
1931-12-01,"Skúli Skúlason",ISL,m,cnc,5
1931-12-01,"Guðmundur Björnsson",ISL,m,edu,2
1931-12-01,"Halldóra Bjarnadóttir",ISL,f,edu,5
1931-12-01,"Sigvaldi Björnsson",ISL,m,gov,5
1931-12-01,"Guðmundur Kristjánsson",ISL,m,com,5
1931-12-01,"Kristján Andrjesson",ISL,m,com,5
1931-12-01,"Runólfur Runólfsson",ISL,m,com,5
1931-12-01,"Bjarni Jensson",ISL,m,pol,5
1931-12-01,"Björn Halldórsson",ISL,m,pol,5
1931-12-01,"Brynjólfur H. Bjarnason",ISL,m,com,5
1931-12-01,"Samúel Ólafsson",ISL,m,gov,5
1931-12-01,"Einar Þorgilsson",ISL,m,com,5
1931-12-01,"Kristjana Pjetursdóttir",ISL,f,org,5
1931-12-01,"Magnús Einarsson",ISL,m,art,5
1932-02-09,"Hans Peter Simonsen",DNK,m,gov,5
1932-02-09,"Sverre Möller",NOR,m,com,4
1932-02-09,"Jurgis Savickis",LTU,m,dip,2
1932-02-09,"Axel Lauritz Larsen Reyn",DNK,m,edu,3
1932-02-09,"Laurits Bruhn",DNK,m,mil,5
1932-02-09,"Wilhelm Joachim Detlef Jensen",ITA,m,dip,5
1932-02-09,"Wilkens Ulrich",DNK,m,mil,5
1932-02-09,"Valdemar Bredstrup-Holm",DNK,m,mil,5
1932-02-09,"Joas Ribeiro de Færia Mesquita",PRT,m,dip,5
1932-04-11,"V. Eigtved",DNK,m,com,3
1932-04-11,"P. G. Andersen",DNK,m,com,4
1932-05-25,"Guilherme Ferreira-Pinto-Basto",DNK,m,dip,4
1932-05-25,"Dagmar Bjarnason",ISL,f,???,5
1932-07-09,"Nils Gustaf Dalen",SWE,m,com,3
1932-07-25,"Pierre de Lapommeraye",FRA,m,dip,4
1932-07-25,"Hermann Landwehr",DEU,m,gov,3
1932-07-25,"V. Gödel",SWE,m,gov,4
1932-07-25,"Duckwitz",DEU,m,law,4
1932-07-25,"Theodor Henning",AUT,m,art,5
1932-07-25,"Poul Ingholt",DNK,m,com,4
1932-07-25,"I.G.A. Collijn",SWE,m,gov,3
1932-07-25,"Elias Berdal",NOR,m,com,5
1932-07-25,"Christoph Weber",DEU,m,gov,4
1932-07-25,"Helge Wedin",SWE,m,com,5
1932-07-25,"Leodegar Petrin",AUT,m,gov,4
1932-07-25,"Nils A. Afzelius",SWE,m,gov,5
1932-07-25,"Karl Hildebrand",SWE,m,pol,3
1932-07-25,"A.W. Grape",SWE,m,gov,4
1932-09-17,"John Fosell",SWE,m,art,3
1932-09-17,"Torsten Wallgren",SWE,m,gov,5
1932-09-17,"Gabriel Thulin",SWE,m,gov,2
1932-09-17,"Karl Steenberg",SWE,m,org,5
1932-09-17,"Nils Grevillius",SWE,m,cnc,5
1932-09-17,"Gösta Öberg",SWE,m,edu,5
1932-09-17,"John Wilhelm Nordin",SWE,m,gov,3
1932-09-17,"O.G.W. Ramel",SWE,m,gov,4
1932-09-17,"S.G.F.T. Ramel",SWE,m,pol,2
1932-09-17,"Majornam Gurli Kellgren",SWE,f,???,5
1932-09-26,"Frits Hammer Kjölsen",DNK,m,mil,5
1932-09-26,"Thor Jensen",ISL,m,com,2
1932-10-21,"Einar Fors Bergström",SWE,m,art,4
1932-10-21,"Ole Björn Kraft",DNK,m,art,5
1932-10-26,"Bent Fritz Falkenstjerne",DNK,m,pol,3
1932-11-23,"Ugo Tommasi",ITA,m,dip,3
1932-11-23,"Aldo Pellegrini",ITA,m,mil,3
1932-11-28,"Jacob Hemming Johansson",SWE,m,com,3
1932-11-28,"Albert S. Kvaal",NOR,m,com,4
1932-11-28,"Gustav Hyleen",SWE,m,com,5
1932-12-01,"Hallgrímur Nielsson",ISL,m,pol,5
1932-12-01,"Friðfinnur Guðjónsson",ISL,m,art,5
1932-12-01,"Sigurjón Pjetursson",ISL,m,com,5
1932-12-01,"Einar G. Einarsson",ISL,m,com,5
1932-12-01,"Lárus Bjarnason",ISL,m,edu,5
1932-12-01,"Guðrún Pjetursdóttir",ISL,f,???,5
1932-12-01,"Geir Zoëga",ISL,m,gov,5
1932-12-01,"Jens B. Waage",ISL,m,com,5
1932-12-01,"Sigurður P. Sivertsen",ISL,m,cnc,5
1932-12-01,"Vigfús Einarsson",ISL,m,gov,5
1932-12-01,"Hannes Þorsteinsson",ISL,m,gov,4
1932-12-01,"Edvard Storr",DNK,m,com,5
1932-12-01,"Charles Mouritzen",GBR,m,com,5
1932-12-01,"Ragnhildur Pjetursdóttir",ISL,f,???,5
1932-12-01,"Ludvig Andersen",ISL,m,dip,5
1932-12-01,"Georg Ólafsson",ISL,m,com,5
1932-12-01,"Bjarni Jónsson",ISL,m,cnc,5
1932-12-01,"F.V. Mortensen",DNK,m,com,4
1932-12-01,"Björgvin Vigfússon",ISL,m,gov,5
1932-12-01,"Þórunn R. Sivertsen",ISL,f,???,5
1932-12-01,"Guðrún Pétursdóttir",ISL,f,???,5
1932-12-01,"Lýður Jónsson",ISL,m,pol,5
1932-12-01,"Tómas Jónsson",ISL,m,com,5
1932-12-01,"Sigurður Pjetursson",ISL,m,com,4
1932-12-01,"Þorvaldur Ólafsson",ISL,m,pol,5
1932-12-01,"Friðrik Hallgrímsson",ISL,m,cnc,5
1932-12-01,"Sigfús Jónsson",ISL,m,com,5
1932-12-01,"Jóhannes Ólafsson",ISL,m,pol,5
1932-12-11,"Thorvald Krabbe",ISL,m,gov,4
1933-02-06,"Hans Peder Bjarne",DNK,m,gov,4
1933-02-06,"Edward Little",GBR,m,com,5
1933-04-07,"I.C.E. Beckmann",PRT,m,dip,5
1933-05-08,"K.K. von Lowzow",DNK,m,mil,4
1933-06-03,"Hector Fred Kiær",DNK,m,mil,3
1933-07-03,"Johannes Rasmussen",DNK,m,com,5
1933-07-09,"H.F.C. Skeel",DNK,m,org,3
1933-07-09,"V.C. Madsen",DNK,m,com,4
1933-07-09,"Knud Nielsen",DNK,m,org,5
1933-07-09,"Niels Monberg",DNK,m,com,5
1933-07-09,"Sören Christian Christensen Hede",DNK,m,org,3
1933-07-09,"A.L.C. Engberg",DNK,m,org,4
1933-09-25,"Johan V.F. Vest",DNK,m,mil,5
1933-10-26,"Anders Sandvig Maihaugen",NOR,m,com,4
1933-10-26,"Ejnar Johannes Munksgaard",DNK,m,com,4
1933-10-26,"Hans Julius Axel Johncke",SWE,m,dip,5
1933-10-26,"James Henry Haworth",GBR,m,com,5
1933-10-26,"Johannes Olsen",DNK,m,com,5
1933-10-26,"Niels Thomas Svenningsen",DNK,m,gov,5
1933-10-26,"Carl Gustav Worsaae",DNK,m,gov,5
1933-10-26,"Orcutt Reginald W.",USA,m,???,5
1933-10-26,"Helmuth Ingemann Möller",DNK,m,gov,5
1933-10-26,"Peter Christian Petersen",DNK,m,gov,5
1933-11-23,"Giovanni Bullian",ITA,m,mil,5
1933-11-23,"Ulisse Longo",ITA,m,mil,4
1933-11-23,"Luigi Biondi",ITA,m,mil,4
1933-11-23,"Giuseppe Marini",ITA,m,mil,4
1933-11-23,"Enea Recagno",ITA,m,mil,4
1933-11-23,"Carlo Pezzani",ITA,m,mil,4
1933-11-23,"Umberto Nannini",ITA,m,mil,4
1933-11-23,"Giorgio Sansa",ITA,m,art,5
1933-11-23,"O. Bruno Giordani",ITA,m,mil,4
1933-11-23,"Vincenzo Biani",ITA,m,mil,4
1933-11-23,"Antonio Altomare",ITA,m,mil,4
1933-11-23,"Curio Mortari",ITA,m,art,5
1933-11-23,"Italo Balbo",ITA,m,mil,2
1933-11-23,"Giuseppe Teucci",ITA,m,mil,4
1933-11-23,"Antero Belletti",ITA,m,art,5
1933-11-23,"Stefano Cagna",ITA,m,mil,4
1933-11-23,"Vittorio Sesti",ITA,m,edu,5
1933-11-23,"Pietro Pupino Carbonelli",ITA,m,art,5
1933-11-23,"M. Renato Luzi",ITA,m,com,4
1933-12-01,"Anna Borg Reumert",DNK,f,art,5
1933-12-01,"Magnús Bjarnason",ISL,m,cnc,5
1933-12-01,"Þorkell Þorláksson",ISL,m,gov,5
1933-12-01,"Ófeigur Vigfússon",ISL,m,edu,5
1933-12-01,"Sveinn Björnsson",ISL,m,rul,2
1933-12-01,"Þorsteinn Þorsteinsson",ISL,m,gov,5
1933-12-01,"Axel V. Tulinius",ISL,m,com,4
1933-12-01,"Geir Sigurðsson",ISL,m,com,5
1933-12-01,"Gunnlaugur Þorsteinsson",ISL,m,pol,5
1933-12-01,"Pjetur Hjaltested",ISL,m,gov,5
1933-12-01,"Sveinn Guðmundsson",ISL,m,pol,5
1933-12-01,"Kristmann Guðmundsson",ISL,m,art,5
1933-12-01,"Guðmundur Kamban",ISL,m,art,5
1933-12-01,"Gunnar Gunnarsson",ISL,m,art,4
1933-12-01,"Gísli Lárusson",ISL,m,com,5
1933-12-01,"Þórður Jensson",ISL,m,gov,5
1933-12-01,"Skúli Guðmundsson",ISL,m,com,5
1933-12-01,"Ólafur Magnússon",ISL,m,edu,5
1933-12-01,"Jón Konráðsson",ISL,m,pol,5
1933-12-01,"Vilhjalmur Finsen",NOR,m,art,4
1933-12-01,"Páll Jóhannesson",ISL,m,pol,5
1933-12-01,"Magnús Jónsson",ISL,m,pol,5
1933-12-01,"Sigvaldi E. Sv. Þorsteinsson",ISL,m,com,5
1933-12-01,"Jónas Kristjánsson",ISL,m,edu,5
1933-12-01,"Páll Halldórsson",ISL,m,edu,5
1933-12-01,"Margrjet Th. Rasmus",ISL,f,org,5
1933-12-01,"Sigurður Thoroddsen",ISL,m,edu,4
1933-12-01,"Þorleifur H. Bjarnason",ISL,m,edu,4
1933-12-01,"Guðmundur Hlíðdal",ISL,m,gov,5
1933-12-01,"Kristinn Guðlaugsson",ISL,m,com,5
1933-12-01,"P.L. Mogensen",ISL,m,edu,5
1934-03-12,"Einar Meulengracht",DNK,m,edu,5
1934-03-12,"Skúli Guðjónsson",ISL,m,edu,5
1934-03-12,"Jakobina Johnson",USA,f,???,5
1934-03-12,"Einar Hilsen",USA,m,???,5
1934-03-12,"Mikkel M. Emdal",DNK,m,com,5
1934-03-12,"Aage Finsen",DNK,m,gov,4
1934-03-12,"Margrethe Löbner Jörgensen",DNK,f,???,5
1934-03-12,"Erich Winter",DEU,m,law,3
1934-03-12,"Eichelbaum",DEU,m,gov,3
1934-03-12,"Alfred R. Giese",DEU,m,rul,3
1934-03-12,"Johannes Frandsen",DNK,m,edu,3
1934-03-12,"Thorvald Madsen",DNK,m,org,3
1934-03-12,"Fritz Köhler",DEU,m,gov,3
1934-03-12,"C.D. Bartels",DNK,m,edu,5
1934-04-15,"Herman Christiansen",DNK,m,com,5
1934-05-09,"Victor Rosinski",POL,m,gov,4
1934-06-04,"T. Anderssen-Ryst",NOR,m,pol,2
1934-06-04,"J.A.B. Krog",DNK,m,gov,5
1934-06-04,"Ivar Lykke",NOR,m,pol,2
1934-06-04,"Magnus Dorthemius Christiansen",DNK,m,edu,5
1934-06-04,"F.K. Johannesson",DNK,m,edu,5
1934-06-04,"Ove Paulsen",DNK,m,edu,5
1934-06-04,"Georg Andersen",DNK,m,gov,5
1934-06-04,"Ove Strandberg",DNK,m,edu,5
1934-06-04,"Holger Vilhelm Jensen",DNK,m,com,5
1934-06-04,"N.P. Christensen",DNK,m,com,5
1934-06-04,"P.A. Wessel-Berg",NOR,m,gov,5
1934-06-04,"H.E. Huitfeldt",NOR,m,dip,2
1934-06-04,"Aage Vedel Taaning",DNK,m,???,5
1934-06-04,"M.L. Kristiansen",NOR,m,gov,4
1934-06-04,"O. Hedergaard",DNK,m,com,4
1934-06-04,"Alfred Zimmer",NOR,m,mil,4
1934-06-04,"E.L.I.C. von Kauffmann",DNK,m,com,4
1934-06-04,"Holger Holm",DNK,m,dip,4
1934-06-04,"Laurits Pedersen",DNK,m,gov,5
1934-06-04,"S.H. Johannessen",NOR,m,dip,4
1934-06-04,"Kaj Vilhelm Grum",NOR,m,dip,5
1934-06-04,"Ernst Kolbert",SWE,m,???,4
1934-06-20,"Harald de Jonquieres Grut",DNK,m,mil,3
1934-09-11,"John Fenger",GBR,m,dip,5
1934-09-11,"Mathias Olai Kalland",NOR,m,com,5
1934-09-11,"J.H. van Giessen",NLD,m,mil,4
1934-09-11,"Peder P. Næsheim",NOR,m,pol,4
1934-09-11,"Anders Fjelstad",NOR,m,com,4
1934-09-11,"H. Bosch",NLD,m,mil,5
1934-09-11,"Henning Adolf Hamilton",SWE,m,gov,2
1934-09-11,"C. v.d. Leden",NLD,m,mil,5
1934-09-11,"Michel Sokolmicki",POL,m,dip,2
1934-09-11,"Rasmus Johan Askeland",NOR,m,gov,5
1934-09-11,"Jón Oddsson",ISL,m,com,5
1934-09-11,"H.G. Cannegieter",NLD,m,???,4
1934-09-11,"Niels Nielsen",DNK,m,???,5
1934-10-12,"Lars Gundersen Grönvold",GBR,m,com,4
1934-11-05,"Magnús Torfason",ISL,m,pol,4
1934-11-14,"Lars Birger Ekeberg",SWE,m,cnc,2
1934-11-14,"Marks von Wurtenberg",SWE,m,pol,2
1934-12-01,"Ólafur Finsen",ISL,m,edu,5
1934-12-01,"Sigurður Jónsson",ISL,m,edu,5
1934-12-01,"Peter Frederick Jensen",DNK,m,mil,3
1934-12-01,"Guðmundur Friðjónsson",ISL,m,art,5
1934-12-01,"Guðmundur S. Jónsson",ISL,m,com,5
1934-12-01,"Sigurður Kristinsson",ISL,m,com,4
1934-12-01,"Richard Thors",ISL,m,com,4
1934-12-01,"Davíð Scheving Thorsteinsson",ISL,m,edu,4
1934-12-01,"Kristín Ólafsdóttir",ISL,f,???,5
1934-12-01,"Bartels Martin",DNK,m,com,5
1934-12-01,"Eggert Claessen",ISL,m,law,4
1934-12-01,"Magnús Stefansson",ISL,m,com,5
1934-12-01,"Einar Stefánsson",ISL,m,com,4
1934-12-01,"Júlíus Júliníusson",ISL,m,com,4
1934-12-01,"Pjetur Ingjaldsson",ISL,m,com,5
1934-12-01,"Sigurður Nordal",ISL,m,edu,4
1934-12-01,"Ásmundur Gíslanson",ISL,m,edu,5
1934-12-01,"Magnús Gíslason",ISL,m,pol,5
1934-12-01,"Stefán Sandholt",ISL,m,com,5
1934-12-01,"Sigurður Kristjánsson",ISL,m,art,4
1934-12-01,"Niels Erik Norlund",DNK,m,edu,3
1934-12-01,"Helsing Klaus",NOR,m,gov,3
1934-12-01,"Jón Sigurðsson",ISL,m,gov,5
1934-12-01,"Sigurður P. Sivertsen",ISL,m,cnc,4
1934-12-01,"Guðmundur Finnbogason",ISL,m,gov,4
1934-12-01,"Ólafur Lárusson",ISL,m,edu,4
1934-12-01,"Jón Pálsson",ISL,m,com,5
1934-12-01,"Georgia Björnsson",ISL,m,dip,4
1934-12-01,"Valdimar V. Snævarr",ISL,m,edu,5
1934-12-05,"Anders Thorkild Roose",DNK,m,art,4
1934-12-05,"Carl Andreas Möller",DNK,m,art,4
1935-04-15,"Kay Axel Christiansen",DNK,m,gov,4
1935-04-15,"Marcius junior Wallenberg",SWE,m,com,4
1935-04-15,"Leonardo Bonzi",ITA,m,cnc,5
1935-04-15,"Hans Christian Helweg-Mikkelsen",DNK,m,edu,5
1935-04-15,"Louis Herman Nicolaj Frænkel",DNK,m,edu,5
1935-04-15,"Ludwig Janssen",DEU,m,com,5
1935-04-15,"Jakob Peter Jansen",DNK,m,org,5
1935-05-28,"C.P.M. Hansen",DNK,m,gov,2
1935-06-03,"Klein",DEU,m,edu,4
1935-06-03,"Ernst W. Baader",DEU,m,edu,4
1935-06-03,"Olaf Hedegaard",DNK,m,com,3
1935-06-19,"S.H. Johannessen",NOR,m,dip,3
1935-07-23,"Sven August David Tunberg",SWE,m,edu,3
1935-08-07,"Christen Iversen Mondrup",DNK,m,gov,2
1935-08-07,"Friedrich Wilhelm Kurze",DEU,m,mil,5
1935-09-15,"Paul Edvard Barth. Sinding",DNK,m,gov,4
1935-09-15,"Vigfús B. Vigfússon",ISL,m,com,5
1935-09-15,"Carl Frederik Lillelund",DNK,m,gov,4
1935-11-01,"Guðmundur Vilhjálmsson",ISL,m,com,4
1935-11-19,"Georg Clausen",DNK,m,edu,4
1935-11-19,"H.F. Acker",DNK,m,com,4
1935-11-19,"A.E.G. Svensson",DNK,m,com,4
1935-12-01,"Eugenis Cardinale Pacielli",ITA,m,cnc,2
1935-12-01,"Reinhard Prinz",DEU,m,edu,5
1935-12-01,"Halldór Hermannsson",ISL,m,edu,4
1935-12-01,"Einar Árnason",ISL,m,pol,4
1935-12-01,"Hallur Kristjánsson",ISL,m,pol,5
1935-12-01,"Ingibjörg Ólafsdóttir",ISL,f,???,5
1935-12-01,"Þóra Friðriksson",ISL,f,???,5
1935-12-01,"Oddur Björnsson",ISL,m,art,5
1935-12-01,"Gert Falck Heiberg",NOR,m,pol,3
1935-12-01,"Guðmundur Hlíðdal",ISL,m,gov,4
1935-12-01,"Per Björnsson Soot",DNK,m,art,5
1935-12-01,"Ólafur Sæmundsson",ISL,m,cnc,5
1935-12-01,"Bjarni Runólfsson",ISL,m,com,5
1935-12-01,"Bjarni Sæmundsson",ISL,m,edu,4
1935-12-01,"Þorvaldur Jakobsson",ISL,m,cnc,5
1935-12-01,"L.H.J. Muller",ISL,m,com,5
1935-12-01,"Klemenz Kristjánsson",ISL,m,com,5
1935-12-01,"Eggert Benediktsson",ISL,m,pol,5
1935-12-01,"Matthías Þórðarson",ISL,m,art,5
1936-02-03,"Edvard Haack",DNK,m,gov,4
1936-02-03,"Aage H. Larsen",DNK,m,com,5
1936-02-03,"Karl Arthur Hilton",SWE,m,gov,5
1936-02-03,"C.E. Flensborg",DNK,m,com,4
1936-03-24,"Frits Gustav Johannes Wilhelmsen",DNK,m,gov,4
1936-03-24,"Magne Hermud Petersen",NOR,m,gov,4
1936-03-24,"Axel Gottlieb Topsöe-Jensen",DNK,m,mil,3
1936-03-24,"Niels Leon Jaenson",SWE,m,dip,4
